year,latitude_eq,longitude_eq,country,regionCode_eq,intensity,eqDepth,magnitude_Mw,oceanicTsunami
1963,44.77,149.798,RUSSIA,50,9.0,13.0,8.5,1
1963,44.772,150.563,RUSSIA,50,,28.0,7.9,1
1963,-6.86,129.58,INDONESIA,170,,100.0,7.631,0
1964,-3.7,119.4,INDONESIA,170,,90.0,5.554,0
1964,23.2,120.6,TAIWAN,30,,33.0,6.76,0
1964,38.8,-28.4,AZORES (PORTUGAL),70,,33.0,4.6,0
1964,60.908,-147.339,USA,150,10.0,25.0,9.2,1
1964,5.9,95.7,INDONESIA,60,7.0,130.0,6.76,1
1964,45.3,18.1,CROATIA,130,8.0,32.0,6.0,0
1964,-4.0,34.9,TANZANIA,10,,33.0,6.0,0
1964,38.65,139.2,JAPAN,30,5.0,40.0,7.5,1
1964,18.136,-100.605,MEXICO,150,,93.0,7.3,0
1964,40.203,28.206,TURKEY,140,10.0,27.0,6.8,0
1964,-5.7,150.7,PAPUA NEW GUINEA,170,8.0,45.0,7.161999999999999,1
1965,35.7,4.4,ALGERIA,15,,10.0,5.755,0
1965,-2.4,126.1,INDONESIA,170,,6.0,7.161999999999999,1
1965,51.251,178.715,USA,150,6.0,30.0,8.7,1
1965,37.684,46.998,IRAN,140,,52.0,5.3,0
1965,39.4,24.0,GREECE,130,,18.0,6.291,1
1965,36.3,70.7,AFGHANISTAN,40,7.0,219.0,6.961,0
1965,-32.4,-71.2,CHILE,160,,61.0,7.3,0
1965,50.32,177.93,USA,150,,20.0,7.6,1
1965,38.6,22.4,GREECE,130,10.0,78.0,7.1,0
1965,37.7,21.8,GREECE,130,10.0,34.0,6.224,0
1965,47.4,-122.3,USA,150,8.0,59.0,6.491999999999999,0
1965,13.5,-89.3,EL SALVADOR,100,6.0,23.0,6.09,0
1965,28.1,55.9,IRAN,140,,40.0,6.0,0
1965,16.3,-95.8,MEXICO,150,,28.0,7.295999999999999,1
1966,39.2,22.0,GREECE,130,,38.0,6.291,0
1966,39.1,41.6,TURKEY,140,8.0,38.0,6.0,0
1966,37.308,114.919,CHINA,30,9.0,8.0,6.5,0
1966,24.1,122.6,TAIWAN,30,,48.0,7.43,1
1966,0.622,29.863,UGANDA,10,7.0,29.0,6.6,0
1966,37.5,115.1,CHINA,30,10.0,15.0,7.161999999999999,0
1966,38.0,42.6,TURKEY,140,,41.0,4.8,0
1966,-10.343,160.883,SOLOMON ISLANDS,170,,31.0,7.1,1
1966,29.554,80.854,NEPAL,60,8.0,23.0,6.291,0
1966,44.75,37.0,RUSSIA,40,6.0,33.0,5.755,1
1966,28.7,78.9,INDIA,60,,53.0,5.6,0
1966,39.235,41.572,TURKEY,140,9.0,24.0,6.8,0
1966,37.459,22.155,GREECE,130,8.0,17.0,5.5,0
1966,4.62,-73.98,COLOMBIA,160,7.0,15.0,5.3,0
1966,10.8,-69.5,VENEZUELA,160,,12.0,5.0,0
1966,-10.748,-78.638,PERU,160,9.0,38.0,8.1,1
1966,39.2,21.2,GREECE,130,,20.0,5.889,0
1966,-25.5,-70.7,CHILE,160,8.0,47.0,7.295999999999999,1
1966,-11.893,166.445,SOLOMON ISLANDS,170,,83.0,7.8,1
1967,38.4,22.0,GREECE,130,,10.0,6.0,0
1967,48.1,102.8,MONGOLIA,40,10.0,35.0,7.5,0
1967,2.85,-74.8,COLOMBIA,160,10.0,55.0,7.0,0
1967,-9.2,113.1,INDONESIA,60,9.0,80.0,6.626,0
1967,-3.7,119.3,INDONESIA,170,8.0,33.0,5.755,1
1967,5.5,97.3,INDONESIA,60,,100.0,6.157,1
1967,39.513,21.304,GREECE,130,9.0,9.0,5.9,0
1967,35.5,-0.1,ALGERIA,15,,13.0,5.42,0
1967,40.751,30.8,TURKEY,140,10.0,30.0,7.3,0
1967,39.5,40.4,TURKEY,140,,8.0,6.2,0
1967,6.747,-73.03,COLOMBIA,160,8.0,161.0,6.8,0
1967,10.559,-67.33,VENEZUELA,90,8.0,25.0,6.6,1
1967,43.2,-0.5,FRANCE,120,8.0,15.0,5.621,0
1967,-4.4,152.5,PAPUA NEW GUINEA,170,,30.0,6.3580000000000005,1
1967,24.5,122.2,TAIWAN,30,,65.0,6.76,0
1967,41.5,20.5,ALBANIA,130,10.0,29.0,6.5,0
1967,40.0,20.2,ALBANIA,130,,33.0,5.821999999999999,0
1967,17.412,73.885,INDIA,60,8.0,15.0,6.6,0
1968,12.1,-86.2,NICARAGUA,100,,5.0,5.151999999999999,0
1968,37.9,13.1,ITALY,130,,33.0,6.09,0
1968,-5.5,153.2,PAPUA NEW GUINEA,170,8.0,74.0,7.8,0
1968,39.368,24.957,GREECE,130,10.0,15.0,7.2,1
1968,32.0,130.6,JAPAN,30,,3.0,6.3,0
1968,32.3,132.5,JAPAN,30,7.0,30.0,7.095000000000001,1
1968,39.253,44.203,IRAN,140,7.0,34.0,5.6,0
1968,40.8,143.2,JAPAN,30,6.0,7.0,8.2,1
1968,41.5,142.7,JAPAN,30,,33.0,7.5,1
1968,-41.7,172.0,NEW ZEALAND,170,,21.0,7.1,0
1968,-2.9,139.3,INDONESIA,170,,65.0,7.229000000000001,0
1968,39.4,143.1,JAPAN,30,,44.0,6.894,1
1968,-5.61,-77.086,PERU,160,,15.0,6.8,0
1968,29.8,51.2,IRAN,140,,32.0,5.3,0
1968,-30.8,-178.4,KERMADEC ISLANDS (NEW ZEALAND),170,,60.0,6.961,1
1968,16.5,122.2,PHILIPPINES,170,,36.0,6.961,1
1968,16.519,-97.739,MEXICO,150,7.0,25.0,7.3,1
1968,1.4,126.2,INDONESIA,170,,25.0,7.161999999999999,1
1968,0.2,119.8,INDONESIA,170,8.0,23.0,7.4,1
1968,34.158,59.083,IRAN,140,10.0,13.0,7.1,0
1968,39.1,46.2,ARMENIA,40,8.0,24.0,5.0,0
1968,34.0,58.2,IRAN,140,,15.0,6.2,0
1968,41.8,32.3,TURKEY,140,8.0,38.0,6.491999999999999,1
1968,10.697,-62.748,VENEZUELA,90,9.0,103.0,6.5,1
1968,39.2,40.1,TURKEY,140,,14.0,5.1,0
1968,15.573,-92.536,MEXICO,150,,124.0,6.1,1
1968,26.3,140.6,JAPAN,30,,516.0,7.095000000000001,0
1968,-31.5,117.0,AUSTRALIA,60,9.0,1.0,6.626,0
1968,-3.4,143.3,PAPUA NEW GUINEA,170,,21.0,7.5,0
1968,42.1,19.3,MONTENEGRO,130,,17.0,5.3,0
1969,37.14,57.899,IRAN,140,8.0,11.0,5.5,0
1969,-7.9,158.9,SOLOMON ISLANDS,170,,47.0,7.5,0
1969,45.0,143.2,JAPAN,30,,204.0,7.161999999999999,0
1969,4.8,127.4,INDONESIA,170,,70.0,7.095000000000001,0
1969,-3.201,118.904,INDONESIA,170,8.0,15.0,7.0,1
1969,36.017,-10.95,PORTUGAL,130,7.0,22.0,7.8,1
1969,39.2,28.5,TURKEY,140,8.0,12.0,5.6,0
1969,38.6,28.4,TURKEY,140,,9.0,6.5,0
1969,11.875,41.208,ETHIOPIA,10,9.0,35.0,6.2,0
1969,27.7,34.0,EGYPT,15,,33.0,6.76,1
1969,40.7,19.8,ALBANIA,130,,33.0,5.5,0
1969,39.2,28.6,TURKEY,140,,9.0,5.1,0
1969,38.2,119.4,CHINA,30,9.0,6.0,7.0280000000000005,1
1969,-11.9,-75.1,PERU,160,11.0,1.0,5.9,0
1969,22.317,111.8,CHINA,30,8.0,5.0,6.3580000000000005,0
1969,43.2,12.4,ITALY,130,7.0,33.0,5.219,0
1969,43.6,147.9,RUSSIA,50,9.0,30.0,8.2,1
1969,-33.268,19.386,SOUTH AFRICA,10,9.0,33.0,6.3,0
1969,-11.841,-75.051,PERU,160,11.0,10.0,6.6,0
1969,38.467,-122.692,USA,150,8.0,10.0,5.286,0
1969,-33.1,19.6,SOUTH AFRICA,10,,33.0,5.8,0
1969,44.9,17.3,BOSNIA-HERZEGOVINA,130,8.0,33.0,6.0,0
1969,44.9,17.2,BOSNIA-HERZEGOVINA,130,9.0,33.0,6.4,0
1969,2.1,94.6,INDONESIA,60,,20.0,7.229000000000001,0
1969,57.7,163.6,RUSSIA,50,10.0,51.0,6.961,1
1969,-0.8,-78.3,ECUADOR,160,,27.0,4.2,0
1969,15.8,-59.7,GUADELOUPE,90,6.0,7.0,6.894,1
1970,24.157,102.474,CHINA,30,10.0,31.0,7.1,0
1970,6.8,126.7,PHILIPPINES,170,6.0,73.0,7.161999999999999,1
1970,12.6,122.1,PHILIPPINES,170,,11.0,6.827,0
1970,-9.9,-75.6,PERU,160,9.0,35.0,5.688000000000001,0
1970,38.6,44.7,IRAN,140,,23.0,5.286,0
1970,21.7,73.0,INDIA,60,,3.0,5.62,0
1970,39.098,29.57,TURKEY,140,10.0,25.0,7.2,0
1970,15.78,121.71,PHILIPPINES,170,6.0,40.0,6.961,1
1970,39.1,28.7,TURKEY,140,8.0,18.0,5.889,0
1970,43.191,47.14,RUSSIA,40,8.0,15.0,6.7,1
1970,-9.2,-78.8,PERU,160,10.0,43.0,7.9,1
1970,42.5,78.8,KAZAKHSTAN,40,,20.0,6.491999999999999,0
1970,-59.1,157.8,AUSTRALIA,170,,33.0,7.161999999999999,0
1970,51.8,-131.0,CANADA,150,,12.0,7.095000000000001,0
1970,37.8,55.9,IRAN,140,8.0,16.0,6.559000000000001,0
1970,-1.5,-72.6,PERU,160,,651.0,6.827,0
1970,6.2,-77.6,COLOMBIA,160,,8.0,6.491999999999999,0
1970,20.675,122.009,PHILIPPINES,170,7.0,40.0,6.0,1
1970,44.0,16.0,CROATIA,130,7.0,5.0,5.755,0
1970,38.8,36.7,TURKEY,140,,27.0,5.353,0
1970,-4.907,145.471,PAPUA NEW GUINEA,170,8.0,8.0,6.961,1
1970,-4.0,-80.7,PERU,160,10.0,25.0,7.161999999999999,0
1971,-3.1,139.7,INDONESIA,170,9.0,34.0,7.497,0
1971,0.6,98.8,INDONESIA,60,6.0,40.0,6.827,0
1971,42.5,11.8,ITALY,130,8.0,33.0,4.94,0
1971,34.412,-118.4,USA,150,11.0,8.0,6.425000000000001,0
1971,36.6,55.6,IRAN,140,,39.0,5.621,0
1971,29.8,51.9,IRAN,140,,10.0,5.487,0
1971,28.363,55.737,IRAN,140,7.0,44.0,6.1,0
1971,37.6,29.8,TURKEY,140,6.0,23.0,6.023,0
1971,18.0,-69.8,DOMINICAN REPUBLIC,90,,57.0,6.215,0
1971,-7.2,109.1,INDONESIA,60,,35.0,5.45,0
1971,-25.5,-69.2,CHILE,160,5.0,93.0,6.385,0
1971,-32.5,-71.2,CHILE,160,9.0,58.0,7.8,1
1971,-5.5,153.9,PAPUA NEW GUINEA,170,9.0,47.0,7.362999999999999,1
1971,44.8,10.3,ITALY,130,,7.0,5.45,0
1971,-4.9,153.2,PAPUA NEW GUINEA,170,6.0,48.0,7.362999999999999,1
1971,-2.7,-77.4,PERU,160,7.0,135.0,6.385,0
1971,36.3,52.7,IRAN,140,,27.0,5.621,0
1971,30.0,50.7,IRAN,140,,45.0,5.11,0
1971,46.5,141.2,RUSSIA,50,9.0,9.0,6.827,1
1971,-14.1,-73.3,PERU,160,9.0,54.0,5.875,0
1971,-15.5,167.2,VANUATU,170,7.0,40.0,6.827,0
1971,52.9,159.2,RUSSIA,50,,106.0,6.385,0
1971,56.0,163.3,RUSSIA,50,10.0,33.0,7.295999999999999,1
1972,22.6,122.1,TAIWAN,30,5.0,33.0,7.161999999999999,0
1972,22.5,122.3,TAIWAN,30,6.0,33.0,7.095000000000001,1
1972,23.0,122.2,TAIWAN,30,,33.0,7.229000000000001,0
1972,43.8,13.3,ITALY,130,,25.0,5.11,0
1972,29.7,50.9,IRAN,140,,21.0,4.855,0
1972,33.3,140.8,JAPAN,30,10.0,56.0,6.894,1
1972,-6.8,-76.8,PERU,160,9.0,64.0,6.215,0
1972,28.415,52.765,IRAN,140,9.0,11.0,6.6,0
1972,23.6,121.6,TAIWAN,30,5.0,33.0,6.693,0
1972,13.4,120.3,PHILIPPINES,170,6.0,50.0,7.2,0
1972,3.9,124.3,INDONESIA,170,,325.0,7.8,0
1972,43.8,13.3,ITALY,130,,4.0,4.7700000000000005,0
1972,36.2,69.7,AFGHANISTAN,40,6.0,47.0,6.157,0
1972,30.1,50.8,IRAN,140,,31.0,5.621,0
1972,56.82,-135.68,USA,150,7.0,25.0,7.161999999999999,1
1972,36.0,73.4,PAKISTAN,60,,36.0,6.224,0
1972,46.0,-1.1,FRANCE,120,8.0,33.0,5.621,0
1972,37.9,22.4,GREECE,130,8.0,83.0,6.09,0
1972,38.3,20.3,GREECE,130,7.0,33.0,6.291,0
1972,-20.0,168.8,NEW CALEDONIA,170,5.0,32.0,6.76,0
1972,6.5,126.6,PHILIPPINES,170,6.0,73.0,7.0280000000000005,1
1972,33.3,140.7,JAPAN,30,10.0,66.0,7.0280000000000005,1
1972,12.4,-86.1,NICARAGUA,100,,5.0,6.224,0
1973,18.48,-103.0,MEXICO,150,,43.0,7.095000000000001,1
1973,31.4,100.58,CHINA,30,10.0,33.0,7.161999999999999,0
1973,-39.58,176.57,NEW ZEALAND,170,6.0,38.0,5.365,0
1973,34.1,-119.0,USA,150,7.0,8.0,5.889,0
1973,28.58,52.62,IRAN,140,,27.0,5.45,0
1973,50.5,156.6,RUSSIA,50,8.0,27.0,6.894,1
1973,-34.13,150.27,AUSTRALIA,170,6.0,13.0,5.621,0
1973,13.4,122.8,PHILIPPINES,170,9.0,33.0,7.095000000000001,1
1973,11.66,43.03,ETHIOPIA,10,,31.0,6.023,0
1973,10.679,-84.759,COSTA RICA,100,,33.0,6.425000000000001,0
1973,4.956,-78.144,COLOMBIA,160,,50.0,6.425000000000001,0
1973,19.936,-155.098,USA,150,8.0,48.0,6.5,0
1973,43.2,145.8,JAPAN,30,8.0,48.0,7.229000000000001,1
1973,43.3,146.4,RUSSIA,50,8.0,50.0,6.827,1
1973,35.18,86.48,CHINA,40,,33.0,7.095000000000001,0
1973,18.27,-96.6,MEXICO,150,7.0,84.0,6.3,0
1973,-32.5,-71.5,CHILE,160,7.0,14.0,6.559000000000001,1
1973,-60.82,-21.55,ANTARCTICA,20,,33.0,7.095000000000001,0
1973,38.9,20.44,GREECE,130,8.0,8.0,5.755,0
1973,30.589,53.058,IRAN,140,7.0,11.0,5.8,0
1973,38.46,-28.31,AZORES (PORTUGAL),70,8.0,5.0,5.487,0
1973,35.18,23.8,GREECE,130,8.0,26.0,5.821999999999999,0
1973,-14.46,166.6,VANUATU,170,7.0,26.0,7.095000000000001,0
1973,-15.12,166.9,VANUATU,170,8.0,47.0,6.894,0
1974,-12.3,-76.35,PERU,160,,98.0,6.385,0
1974,38.6,27.0,TURKEY,140,,29.0,5.45,0
1974,6.89,-72.93,COLOMBIA,160,,24.0,5.28,0
1974,34.5,138.7,JAPAN,30,9.0,2.0,6.425000000000001,1
1974,28.24,104.01,CHINA,30,,11.0,6.827,0
1974,10.56,-63.38,VENEZUELA,160,7.0,34.0,6.157,0
1974,44.97,15.53,SLOVENIA,130,7.0,7.0,4.855,0
1974,-22.124,-64.638,ARGENTINA,160,,18.0,6.023,0
1974,45.14,94.03,MONGOLIA,40,,33.0,6.559000000000001,0
1974,7.75,-77.69,COLOMBIA,160,,12.0,6.961,0
1974,36.0,139.82,JAPAN,30,6.0,58.0,5.875,0
1974,-0.28,12.92,GABON,10,,33.0,6.224,0
1974,-12.27,-77.79,PERU,160,9.0,13.0,8.1,1
1974,17.3,-62.0,ANTIGUA AND BARBUDA,90,8.0,47.0,7.095000000000001,0
1974,28.0,55.8,IRAN,140,,36.0,5.62,0
1974,35.1,72.9,PAKISTAN,60,7.0,22.0,6.224,0
1975,42.89,46.99,RUSSIA,40,,31.0,5.45,0
1975,-5.0,130.0,INDONESIA,170,7.0,33.0,6.023,1
1975,32.46,78.43,INDIA,60,,33.0,6.626,0
1975,33.0,131.1,JAPAN,30,7.0,10.0,5.956,0
1975,53.11,173.5,USA,150,9.0,10.0,7.161999999999999,0
1975,40.64,122.58,CHINA,30,10.0,33.0,7.0280000000000005,0
1975,-6.7,106.7,INDONESIA,60,8.0,27.0,5.821999999999999,0
1975,27.5,56.26,IRAN,140,7.0,27.0,6.157,0
1975,40.42,26.14,TURKEY,140,6.0,5.0,6.559000000000001,0
1975,42.06,-112.55,USA,150,8.0,5.0,6.09,0
1975,10.04,-69.75,VENEZUELA,160,,33.0,6.157,0
1975,33.19,131.3,JAPAN,30,6.0,7.0,6.157,0
1975,-38.18,-73.23,CHILE,160,,6.0,7.229000000000001,0
1975,35.962,-17.576,ATLANTIC OCEAN,70,6.0,33.0,7.8,1
1975,21.49,94.7,MYANMAR (BURMA),60,,157.0,6.555,0
1975,36.32,5.241,ALGERIA,15,,30.0,4.685,0
1975,-6.59,155.054,PAPUA NEW GUINEA,170,8.0,49.0,7.362999999999999,1
1975,-7.104,155.152,PAPUA NEW GUINEA,170,7.0,44.0,7.229000000000001,0
1975,39.439,-121.528,USA,150,8.0,15.0,5.821999999999999,0
1975,38.474,40.723,TURKEY,140,9.0,26.0,6.559000000000001,0
1975,31.549,51.062,IRAN,140,7.0,33.0,5.5,0
1975,-24.894,-175.119,TONGA,170,,9.0,7.295999999999999,0
1975,12.54,125.993,PHILIPPINES,170,6.0,50.0,7.161999999999999,1
1975,19.451,-155.033,USA,150,9.0,2.0,7.7,1
1975,-16.265,-172.467,SAMOA,170,5.0,33.0,7.295999999999999,1
1975,38.628,21.798,GREECE,130,9.0,19.0,5.755,0
1976,66.16,-16.58,ICELAND,120,,33.0,6.3580000000000005,0
1976,-29.208,-177.886,KERMADEC ISLANDS (NEW ZEALAND),170,8.0,69.0,7.295999999999999,0
1976,-28.427,-177.657,KERMADEC ISLANDS (NEW ZEALAND),170,,33.0,7.43,1
1976,15.324,-89.101,GUATEMALA,90,9.0,5.0,7.095000000000001,1
1976,14.767,-91.061,GUATEMALA,100,,5.0,5.487,0
1976,36.61,67.79,AFGHANISTAN,40,8.0,33.0,5.755,0
1976,41.13,43.01,TURKEY,140,,18.0,5.11,0
1976,40.31,63.77,UZBEKISTAN,40,7.0,33.0,6.76,0
1976,0.78,-79.8,ECUADOR,160,,9.0,6.559000000000001,0
1976,40.89,42.85,TURKEY,140,,44.0,5.755,0
1976,46.356,13.275,ITALY,130,10.0,9.0,6.425000000000001,0
1976,40.38,63.47,UZBEKISTAN,40,10.0,10.0,6.76,0
1976,24.57,98.953,CHINA,30,9.0,8.0,6.961,0
1976,24.531,98.71,CHINA,30,9.0,10.0,7.0280000000000005,0
1976,17.4,-100.64,MEXICO,150,,45.0,6.3580000000000005,0
1976,-4.603,140.091,INDONESIA,170,,33.0,6.827,0
1976,-8.17,114.888,INDONESIA,60,,40.0,6.425000000000001,0
1976,4.96,118.31,MALAYSIA,170,7.0,33.0,6.224,0
1976,39.57,117.98,CHINA,30,11.0,23.0,7.5,0
1976,39.664,118.401,CHINA,30,9.0,26.0,7.0280000000000005,0
1976,6.292,124.09,PHILIPPINES,170,6.0,33.0,8.0,1
1976,37.7,28.89,TURKEY,140,4.0,3.0,5.353,0
1976,46.28,13.157,ITALY,130,7.0,16.0,5.755,0
1976,46.302,13.197,ITALY,130,9.0,10.0,6.09,0
1976,46.32,13.13,ITALY,130,9.0,17.0,6.023,0
1976,-4.517,139.918,INDONESIA,170,8.0,33.0,6.827,0
1976,33.846,59.208,IRAN,140,8.0,13.0,6.0,0
1976,39.058,44.03,TURKEY,140,10.0,36.0,7.0,0
1976,36.51,71.04,AFGHANISTAN,40,5.0,190.0,6.215,0
1976,-20.52,-68.92,CHILE,160,8.0,82.0,7.235,0
1976,-27.953,26.653,SOUTH AFRICA,10,,33.0,5.45,0
1977,-8.22,115.19,INDONESIA,60,6.0,33.0,5.45,0
1977,40.04,70.85,TAJIKISTAN,40,,20.0,6.023,0
1977,45.777,26.703,ROMANIA,110,,89.0,7.5,0
1977,0.45,100.02,INDONESIA,60,8.0,22.0,6.09,0
1977,16.77,122.33,PHILIPPINES,170,7.0,37.0,7.3,0
1977,27.584,56.378,IRAN,140,8.0,29.0,6.7,0
1977,38.56,40.02,TURKEY,140,,21.0,5.353,0
1977,-16.696,-172.095,SAMOA,170,6.0,33.0,7.161999999999999,1
1977,31.845,50.711,IRAN,140,8.0,41.0,6.0,0
1977,-9.844,160.822,SOLOMON ISLANDS,170,,33.0,7.095000000000001,0
1977,-9.965,160.731,SOLOMON ISLANDS,170,7.0,33.0,7.497,1
1977,38.934,44.38,IRAN,140,,37.0,5.688000000000001,0
1977,-22.878,-175.9,TONGA,170,4.0,65.0,6.894,1
1977,46.29,14.29,SLOVENIA,130,6.0,6.0,4.94,0
1977,-11.164,118.378,INDONESIA,60,,25.0,8.3,1
1977,7.34,-76.3,COLOMBIA,160,,33.0,6.425000000000001,0
1977,42.11,23.97,ROMANIA,110,7.0,6.0,5.487,0
1977,36.73,55.04,IRAN,140,,33.0,5.195,0
1977,-31.119,-67.839,ARGENTINA,160,9.0,15.0,7.5,0
1977,30.94,56.53,IRAN,140,7.0,31.0,5.9,0
1978,34.809,139.259,JAPAN,30,5.0,14.0,6.491999999999999,1
1978,-30.68,-177.36,KERMADEC ISLANDS (NEW ZEALAND),170,,33.0,7.229000000000001,0
1978,39.69,39.79,TURKEY,140,,33.0,5.085,0
1978,38.78,141.95,JAPAN,30,8.0,60.0,6.215,0
1978,38.1,16.03,ITALY,130,,33.0,5.42,0
1978,29.926,66.302,PAKISTAN,60,2.0,33.0,6.023,0
1978,17.03,-99.74,MEXICO,150,,36.0,6.491999999999999,0
1978,44.209,148.971,RUSSIA,50,5.0,46.0,6.626,1
1978,44.932,148.439,RUSSIA,50,6.0,33.0,7.095000000000001,1
1978,44.244,148.862,RUSSIA,50,6.0,33.0,7.161999999999999,1
1978,42.839,78.606,KAZAKHSTAN,40,8.0,33.0,6.827,0
1978,43.269,20.919,SERBIA,130,,33.0,5.889,0
1978,38.391,15.066,ITALY,130,,14.0,5.889,0
1978,40.759,23.268,GREECE,130,7.0,10.0,5.821999999999999,0
1978,35.1,132.6,JAPAN,30,4.0,4.0,5.353,0
1978,38.19,142.028,JAPAN,30,8.0,44.0,7.229000000000001,1
1978,40.739,23.229,GREECE,130,8.0,3.0,6.3580000000000005,1
1978,14.843,-91.022,GUATEMALA,100,,10.0,5.085,0
1978,-26.51,-70.54,CHILE,160,9.0,58.0,6.98,0
1978,34.284,-119.795,USA,150,7.0,10.0,5.8,0
1978,48.29,9.01,GERMANY,120,8.0,8.0,5.621,0
1978,33.205,57.478,IRAN,140,9.0,33.0,7.4,0
1978,39.35,72.61,UZBEKISTAN,40,9.0,7.0,6.626,0
1978,16.01,-96.591,MEXICO,150,,18.0,7.229000000000001,1
1978,44.592,146.581,RUSSIA,50,8.0,91.0,7.405,0
1978,32.112,49.68,IRAN,140,8.0,33.0,6.1,0
1978,23.247,122.075,TAIWAN,30,,33.0,6.76,0
1979,33.918,59.555,IRAN,140,8.0,33.0,6.5,0
1979,-16.39,-72.658,PERU,160,,53.0,6.693,0
1979,17.813,-101.276,MEXICO,150,,49.0,7.161999999999999,1
1979,42.096,19.209,MONTENEGRO,130,9.0,10.0,6.693,1
1979,-8.299,115.934,INDONESIA,60,,43.0,5.688000000000001,0
1979,42.255,18.752,MACEDONIA,130,8.0,8.0,6.224,0
1979,-8.207,115.949,INDONESIA,60,,25.0,5.956,0
1979,-30.812,117.179,AUSTRALIA,60,,6.0,6.157,0
1979,-4.98,145.577,PAPUA NEW GUINEA,170,,189.0,6.3,0
1979,8.316,-82.943,PANAMA,100,,28.0,6.425000000000001,0
1979,31.452,119.241,CHINA,30,8.0,11.0,5.688000000000001,0
1979,39.672,28.66,TURKEY,140,,10.0,5.353,0
1979,41.145,108.129,CHINA,30,,33.0,6.023,0
1979,-1.679,136.04,INDONESIA,170,,5.0,7.362999999999999,1
1979,42.812,13.061,ITALY,130,,16.0,5.956,0
1979,14.321,-90.082,GUATEMALA,100,7.0,33.0,5.219,0
1979,-46.675,165.707,NEW ZEALAND,170,5.0,33.0,7.095000000000001,0
1979,32.634,-115.324,USA,150,9.0,10.0,6.693,0
1979,-8.254,115.847,INDONESIA,60,,38.0,6.224,0
1979,13.833,-90.881,GUATEMALA,100,,58.0,6.626,0
1979,-7.656,108.252,INDONESIA,60,,62.0,6.157,0
1979,39.536,20.398,GREECE,130,8.0,40.0,5.554,0
1979,33.978,59.832,IRAN,140,8.0,33.0,6.6,0
1979,-16.76,-179.984,FIJI,170,,33.0,6.693,1
1979,4.805,-76.217,COLOMBIA,160,9.0,108.0,6.470000000000001,0
1979,33.974,59.847,IRAN,140,9.0,10.0,7.1,0
1979,34.033,59.817,IRAN,140,,33.0,6.09,0
1979,1.555,-79.276,COLOMBIA,160,9.0,23.0,8.1,1
1979,-3.299,102.712,INDONESIA,60,,33.0,6.491999999999999,0
1979,-8.39,115.889,INDONESIA,60,,33.0,6.291,0
1980,38.727,-27.75,AZORES (PORTUGAL),70,8.0,13.0,6.9,1
1980,37.855,-121.816,USA,150,7.0,11.0,6.023,0
1980,-8.082,108.793,INDONESIA,60,,84.0,5.96,0
1980,40.459,15.855,ITALY,130,8.0,24.0,4.855,0
1980,14.716,-91.317,GUATEMALA,100,,105.0,5.535,0
1980,46.214,-122.194,USA,150,5.0,4.0,5.554,0
1980,43.294,20.837,SERBIA,130,8.0,9.0,5.956,0
1980,37.6,-118.84,USA,150,7.0,7.0,6.157,0
1980,32.22,-114.985,MEXICO,150,5.0,5.0,6.3580000000000005,0
1980,34.808,139.181,JAPAN,30,8.0,15.0,6.224,1
1980,-12.41,166.381,SOLOMON ISLANDS,170,,33.0,7.095000000000001,1
1980,39.269,23.041,GREECE,130,9.0,14.0,6.3580000000000005,0
1980,40.113,70.596,TAJIKISTAN,40,6.0,33.0,5.45,0
1980,39.203,22.729,GREECE,130,,10.0,4.43,0
1980,-12.525,165.916,SOLOMON ISLANDS,170,,33.0,7.362999999999999,1
1980,37.19,50.201,IRAN,140,,62.0,5.62,0
1980,38.174,-83.907,USA,150,7.0,8.0,5.487,0
1980,29.598,81.092,NEPAL,60,,18.0,6.425000000000001,0
1980,15.888,-88.516,HONDURAS,100,,22.0,6.3580000000000005,0
1980,-1.948,-80.017,ECUADOR,160,,55.0,5.79,0
1980,32.913,75.633,INDIA,60,,25.0,5.353,0
1980,32.834,75.629,INDIA,60,,33.0,5.286,0
1980,35.45,139.964,JAPAN,30,6.0,73.0,6.13,0
1980,-39.542,176.478,NEW ZEALAND,170,6.0,32.0,5.821999999999999,0
1980,36.199,1.374,ALGERIA,15,10.0,10.0,7.1,1
1980,18.211,-98.24,MEXICO,150,9.0,72.0,6.3580000000000005,0
1980,41.117,-124.253,USA,150,7.0,19.0,6.894,0
1980,-13.347,-74.545,PERU,160,,71.0,5.195,0
1980,40.914,15.366,ITALY,130,10.0,20.0,6.693,0
1980,8.045,-72.441,COLOMBIA,160,,40.0,5.42,0
1980,34.587,50.652,IRAN,140,7.0,33.0,6.0,0
1980,34.503,50.59,IRAN,140,6.0,41.0,5.554,0
1981,-4.576,139.232,INDONESIA,170,,33.0,6.559000000000001,0
1981,30.927,101.098,CHINA,30,8.0,33.0,6.626,0
1981,41.051,14.601,ITALY,130,7.0,10.0,4.94,0
1981,38.222,22.934,GREECE,130,8.0,33.0,6.559000000000001,1
1981,38.209,23.288,GREECE,130,9.0,29.0,6.3580000000000005,1
1981,39.481,20.699,GREECE,130,8.0,31.0,5.79,0
1981,-13.144,-74.376,PERU,160,,38.0,5.286,0
1981,33.133,-115.65,USA,150,7.0,6.0,6.09,0
1981,-48.786,164.357,NEW ZEALAND,170,,33.0,7.161999999999999,1
1981,29.913,57.715,IRAN,140,8.0,33.0,6.6,0
1981,-13.166,-74.522,PERU,160,,24.0,5.554,0
